lateralTopBlockRadius, strain percent, trial, regularization, mean axial strain, axial strain std, axial strain SNRe, mean lateral strain, lateral strain std, lateral strain SNRe
8, 7.0, 6, regularization, -0.0301690323469, 0.261297474278, 0.115458568554, 0.0357929575418, 0.246306077282, 0.145319019071
8, 7.0, 7, regularization, -0.0463344089109, 0.465377770788, 0.0995630041214, -0.00854339870476, 0.397829795983, 0.0214750096424
8, 7.0, 8, regularization, -0.00890863115494, 0.329882838467, 0.0270054398596, -0.000333285882252, 0.424776091234, 0.000784615445949
8, 7.0, 9, regularization, -0.0567351229141, 0.185998384729, 0.305030191508, -0.00440155964806, 0.264668389451, 0.0166304697633
8, 7.0, 10, regularization, -0.00858627978452, 0.289805391912, 0.0296277433897, -0.0468178367312, 0.399942358877, 0.117061460713
8, 3.0, 6, no_regularization, -0.034748716892, 0.00151368348947, 22.9563955304, 0.00559174280257, 0.068043287252, 0.0821791983957
8, 3.0, 7, no_regularization, -0.0344152047297, 0.00198380991786, 17.3480354241, 0.00241318395311, 0.0779395986412, 0.0309622322308
8, 3.0, 8, no_regularization, -0.0345501643651, 0.0025180147876, 13.7211920022, 0.00999679376993, 0.0564031607881, 0.177238183645
8, 3.0, 9, no_regularization, -0.0343754763359, 0.00157824871697, 21.7807725527, 0.00290121867295, 0.0753837112543, 0.0384860154093
8, 3.0, 10, no_regularization, -0.0349256722269, 0.00332463699807, 10.5051084516, 0.00988982194369, 0.0575124690711, 0.17195961334
8, 3.0, 6, regularization, -0.0347283627076, 0.00214738161232, 16.1724225021, 0.0168371822137, 0.00503268421217, 3.34556699842
8, 3.0, 7, regularization, -0.0344117961782, 0.00243645054363, 14.1237408935, 0.0172228240406, 0.00430817828538, 3.99770457482
8, 3.0, 8, regularization, -0.0345309563573, 0.00256568158864, 13.4587847963, 0.0175881417987, 0.00489760894327, 3.59116907913
8, 3.0, 9, regularization, -0.0344063104793, 0.00224462879727, 15.3282852475, 0.0171947401816, 0.00482681996499, 3.56233302803
8, 3.0, 10, regularization, -0.0349484767629, 0.00303928294198, 11.4989217622, 0.017429208069, 0.00550574868557, 3.1656381474
6, 3.0, 6, no_regularization, -0.0347490634681, 0.00151322992424, 22.9635053547, 0.00472295190028, 0.0712528278802, 0.0662844134161
6, 3.0, 7, no_regularization, -0.0344150165938, 0.00198367223228, 17.3491446993, 0.00241161415068, 0.0779652432619, 0.030931913373
6, 3.0, 8, no_regularization, -0.0345496721266, 0.00252033130193, 13.7083851239, 0.0105116022341, 0.054468010492, 0.192986711634
6, 3.0, 9, no_regularization, -0.0343751091661, 0.00158022122101, 21.7533524477, 0.00289717814403, 0.0753988898441, 0.0384246790639
6, 3.0, 10, no_regularization, -0.0349259973239, 0.00333167168111, 10.4830249397, 0.00833321595728, 0.0619992828835, 0.134408263607
6, 3.0, 6, regularization, -0.0347286384416, 0.00214402276376, 16.1978869948, 0.0168924186511, 0.00485465171817, 3.47963553963
6, 3.0, 7, regularization, -0.034411459808, 0.002439193767, 14.1077188183, 0.0172084513694, 0.00431623139663, 3.98691585044
6, 3.0, 8, regularization, -0.0345308279699, 0.0025654965095, 13.4597056913, 0.0175945447648, 0.00486931606843, 3.61335031811
6, 3.0, 9, regularization, -0.0344064769463, 0.00224343340597, 15.3365269746, 0.0171928891816, 0.00481312893718, 3.5720815723
6, 3.0, 10, regularization, -0.0349484381627, 0.00303656426304, 11.5092041977, 0.0173873412113, 0.00554738478003, 3.13433120305
20, 11.0, 6, no_regularization, 0.0158422928889, 0.397992934807, 0.0398054626184, 0.0446877908219, 0.604223162536, 0.073959082658
20, 11.0, 7, no_regularization, -0.026142495364, 0.352492425635, 0.0741647010342, -0.13655780473, 0.780478319403, 0.174966813728
20, 11.0, 8, no_regularization, -0.0168800635145, 0.427249500326, 0.0395086793586, 0.0224233759493, 0.657727921886, 0.0340921758118
20, 11.0, 9, no_regularization, -0.00911636408443, 0.416755809733, 0.0218745938786, -0.0980821281598, 0.891486205327, 0.110020915157
20, 11.0, 10, no_regularization, 0.00134107610636, 0.427599864488, 0.00313628749151, -0.153680213187, 0.824124724685, 0.186476887034
20, 11.0, 6, regularization, -0.0297786597814, 0.24503150317, 0.12152992328, -0.0273820657512, 0.364115827938, 0.0752015255869
20, 11.0, 7, regularization, 0.00266934185746, 0.221440725089, 0.0120544306219, -0.189707856097, 0.464384272255, 0.408514817212
20, 11.0, 8, regularization, -0.0068376114123, 0.318860570266, 0.0214438913115, -0.21651549488, 0.785553625958, 0.275621533305
20, 11.0, 9, regularization, 0.000945392334245, 0.29807661222, 0.00317164210638, -0.0470473769087, 0.822021965691, 0.0572337222998
20, 11.0, 10, regularization, 0.00615812890027, 0.404789213765, 0.0152131743902, 0.0282821989215, 0.639578561509, 0.0442200546166
18, 0.5, 6, no_regularization, -0.0063508342805, 0.000590753153591, 10.7504026714, 0.00280896589518, 0.0029085999857, 0.965745000686
18, 0.5, 7, no_regularization, -0.00616727375242, 0.000819683702868, 7.52396775835, 0.00269699641269, 0.00608165276468, 0.443464386581
18, 0.5, 8, no_regularization, -0.0063155850016, 0.000703618960261, 8.9758596034, 0.00291715646984, 0.00326860621609, 0.89247718354
18, 0.5, 9, no_regularization, -0.00604696585698, 0.000588234477166, 10.2798562337, 0.00280272221621, 0.00330287994301, 0.848569207654
18, 0.5, 10, no_regularization, -0.00615617596021, 0.000985214613129, 6.24856338728, 0.00327670542948, 0.0050554296975, 0.648155671337
18, 0.5, 6, regularization, -0.00633236720645, 0.00124802432955, 5.07391326957, 0.00283601574999, 0.0022365863642, 1.26801083803
18, 0.5, 7, regularization, -0.00617428589477, 0.00134537480204, 4.58926827336, 0.0027765455203, 0.0026682995714, 1.04056738983
18, 0.5, 8, regularization, -0.00629537926416, 0.00127861952569, 4.92357510398, 0.00307455799411, 0.00220162039507, 1.39649778
18, 0.5, 9, regularization, -0.00603767255983, 0.00140894437103, 4.28524552421, 0.00273767649514, 0.0023741838347, 1.15310215457
18, 0.5, 10, regularization, -0.00615869950678, 0.00143107377396, 4.30355137439, 0.00305801083813, 0.0024201363204, 1.26356966438
14, 3.0, 6, no_regularization, -0.034748190694, 0.00151355293623, 22.9580280029, 0.00535893001136, 0.0691229264702, 0.0775275337
14, 3.0, 7, no_regularization, -0.0344153174221, 0.00198217213257, 17.3624262276, 0.00202746581038, 0.079532521669, 0.0254922862728
14, 3.0, 8, no_regularization, -0.0345491433986, 0.00251936485728, 13.7134338835, 0.0099718690573, 0.05655018049, 0.176336644214
14, 3.0, 9, no_regularization, -0.0343749559652, 0.00157580094482, 21.8142755137, 0.00305887125955, 0.0748742579608, 0.0408534433977
14, 3.0, 10, no_regularization, -0.0349258836999, 0.00331044627623, 10.5502040467, 0.0117377148815, 0.0515284582345, 0.227790919498
14, 3.0, 6, regularization, -0.0347281423009, 0.00214739782639, 16.1721977522, 0.0169317396102, 0.0046363841031, 3.65192771645
14, 3.0, 7, regularization, -0.034411348913, 0.00243478422333, 14.1332232168, 0.0172275299001, 0.00425639800447, 4.04744337395
14, 3.0, 8, regularization, -0.0345301039841, 0.00256935359817, 13.4392183344, 0.017593758248, 0.0048909941149, 3.59717428292
14, 3.0, 9, regularization, -0.0344055655516, 0.00224375879702, 15.3338966726, 0.017185591769, 0.0048073248193, 3.57487634286
14, 3.0, 10, regularization, -0.0349482643528, 0.00302765862117, 11.5430002935, 0.0176362225475, 0.00544329490349, 3.23999027432
16, 0.5, 6, no_regularization, -0.0063508907724, 0.000591186910471, 10.7426106024, 0.00280839832562, 0.00290923762466, 0.965338239067
16, 0.5, 7, no_regularization, -0.00616724567649, 0.000819215130755, 7.5282370222, 0.00266411034615, 0.00617003457493, 0.43178207736
16, 0.5, 8, no_regularization, -0.00631558131718, 0.000703595694569, 8.97615117024, 0.0029167903183, 0.00327250056053, 0.89130322955
16, 0.5, 9, no_regularization, -0.00604695726171, 0.000588392769057, 10.2770760956, 0.00280305152924, 0.00330350899206, 0.848507310249
16, 0.5, 10, no_regularization, -0.00615630125417, 0.000985630301497, 6.246055184, 0.00327786979064, 0.00505472559755, 0.648476307444
16, 0.5, 6, regularization, -0.00633240528612, 0.0012478723405, 5.07456178057, 0.00283563108025, 0.00223716894863, 1.2675086886
16, 0.5, 7, regularization, -0.00617464808379, 0.00134342718187, 4.59619112008, 0.00275454729427, 0.00266382070424, 1.03405882006
16, 0.5, 8, regularization, -0.00629543368493, 0.00127879839221, 4.92292899591, 0.00307439901427, 0.00220227430021, 1.39601093923
16, 0.5, 9, regularization, -0.00603761689461, 0.00140883059644, 4.28555208119, 0.00273787215089, 0.00237574414361, 1.15242719139
16, 0.5, 10, regularization, -0.00615877539495, 0.00143080832867, 4.30440281311, 0.00305818338227, 0.00241923700792, 1.26411069782
10, 1.0, 6, no_regularization, -0.0125213859413, 0.000796689570122, 15.7167690038, 0.00627437839118, 0.00660243061229, 0.95031341632
10, 1.0, 7, no_regularization, -0.0123164859264, 0.00124058801366, 9.92794206518, -0.0020141463662, 0.0549203025571, 0.0366739852554
10, 1.0, 8, no_regularization, -0.0120944765987, 0.00117670818257, 10.2782293672, 0.00578308926151, 0.005547893593, 1.04239368772
10, 1.0, 9, no_regularization, -0.0119265816546, 0.000773554442785, 15.4178956191, 0.00600498180825, 0.00449702620785, 1.33532284018
10, 1.0, 10, no_regularization, -0.0120747468941, 0.00154536002774, 7.81354938485, 0.00618056151838, 0.00673679022545, 0.917434165463
10, 1.0, 6, regularization, -0.012481601427, 0.0010021266334, 12.4551139656, 0.00567259125394, 0.00287310258132, 1.97437825256
10, 1.0, 7, regularization, -0.0123197706099, 0.00123757953075, 9.95473042648, 0.00601068934401, 0.00253053147819, 2.37526756565
10, 1.0, 8, regularization, -0.0120813344936, 0.00122038429192, 9.89961487839, 0.00570824439637, 0.00248641556074, 2.29577247122
10, 1.0, 9, regularization, -0.0119532400054, 0.00104269491829, 11.4637942467, 0.00587776264723, 0.00206100628381, 2.85188972659
10, 1.0, 10, regularization, -0.0120879799459, 0.00137095433187, 8.81720102916, 0.00588401157526, 0.00251302650712, 2.34140450114
8, 0.5, 6, no_regularization, -0.00635115277769, 0.000597121319058, 10.6362854163, 0.00280880286567, 0.00291937796134, 0.96212374789
8, 0.5, 7, no_regularization, -0.00616750168224, 0.000818946914499, 7.53101522583, 0.0026993743508, 0.0062747030949, 0.43019953454
8, 0.5, 8, no_regularization, -0.00631548252589, 0.000708027838932, 8.91982232707, 0.00289923254322, 0.00318561311286, 0.910101898914
8, 0.5, 9, no_regularization, -0.00604746680243, 0.000594550433852, 10.1714950627, 0.00281020094569, 0.00331494095801, 0.847737857562
8, 0.5, 10, no_regularization, -0.00615650155241, 0.000988835072671, 6.22601455244, 0.0033186909342, 0.00510296590622, 0.650345504006
8, 0.5, 6, regularization, -0.00633261146355, 0.0012494456999, 5.06833667448, 0.00284019877969, 0.00223853022628, 1.26877839144
8, 0.5, 7, regularization, -0.00617454092007, 0.00133788871968, 4.61513788797, 0.00268739408092, 0.00274378909444, 0.979446301599
8, 0.5, 8, regularization, -0.00629554888712, 0.00127378713747, 4.94238692002, 0.0030727987363, 0.00219753023265, 1.39829645602
8, 0.5, 9, regularization, -0.00603797751268, 0.00141012669006, 4.28186882444, 0.00274412364654, 0.00237964673549, 1.15316429351
8, 0.5, 10, regularization, -0.00615891618742, 0.00142837977155, 4.31181980456, 0.00306481965155, 0.00240487558389, 1.27441921407
10, 5.0, 6, no_regularization, -0.00863971088142, 0.220123788328, 0.0392493285122, 0.0274195354377, 0.2040958245, 0.134346381191
10, 5.0, 7, no_regularization, -0.0430426920638, 0.132141161376, 0.325732660554, 0.0197888343177, 0.128483959916, 0.154017936017
10, 5.0, 8, no_regularization, -0.0499222662918, 0.131933965191, 0.378388280982, 0.0143720120254, 0.137980392641, 0.104159813944
10, 5.0, 9, no_regularization, -0.0478700629409, 0.0893435476572, 0.535797650711, 0.0142330901213, 0.100290000495, 0.141919334441
10, 5.0, 10, no_regularization, -0.0345382793827, 0.167417848469, 0.206299864073, 0.0182643386181, 0.205274573486, 0.0889751629144
10, 5.0, 6, regularization, -0.00714650677346, 0.158244076176, 0.0451612910017, 0.0194918493248, 0.179652071954, 0.10849777079
10, 5.0, 7, regularization, -0.0411206380588, 0.113682248437, 0.36171555915, 0.000633817278262, 0.139021183949, 0.00455914170961
10, 5.0, 8, regularization, -0.0542043570158, 0.0522102282973, 1.03819421565, 0.0267789006975, 0.0677429112694, 0.395301887617
10, 5.0, 9, regularization, -0.0469983280186, 0.0628288862117, 0.748036943712, 0.0327966971716, 0.0754837995759, 0.434486570044
10, 5.0, 10, regularization, -0.0334768067219, 0.11365967526, 0.294535477472, 0.0204731000474, 0.125604962468, 0.162995948927
8, 11.0, 6, no_regularization, -0.0323431423936, 0.329754415167, 0.0980825150657, -0.0273519196868, 0.397966419343, 0.0687292152234
8, 11.0, 7, no_regularization, -0.0539957959751, 0.375668221353, 0.143732668632, -0.0609253374011, 0.468428619365, 0.130063226034
8, 11.0, 8, no_regularization, 0.0087775746878, 0.337008301213, 0.0260455741186, 0.00667397804003, 0.397556356516, 0.0167875017734
8, 11.0, 9, no_regularization, -0.00876831220953, 0.322375844348, 0.0271990360421, 0.0173130648833, 0.389333698563, 0.0444684468547
8, 11.0, 10, no_regularization, 0.022320335022, 0.342720059859, 0.0651270165836, -0.0381447604074, 0.408050881965, 0.0934804018159
8, 11.0, 6, regularization, 0.0195566607645, 0.419663103777, 0.0466008581371, 0.0258098121025, 0.521581459853, 0.0494837606187
8, 11.0, 7, regularization, 0.010039878278, 0.406924086546, 0.0246726075205, -0.0114957132198, 0.568380229491, 0.0202253924808
8, 11.0, 8, regularization, -0.0291288474675, 0.372720015482, 0.0781520880488, 0.0152838429849, 0.573986638375, 0.0266275239929
8, 11.0, 9, regularization, 0.0250795387635, 0.29559894857, 0.0848431257445, 0.0569125039301, 0.411329667705, 0.13836226365
8, 11.0, 10, regularization, -0.00649250485308, 0.253147632916, 0.0256471086784, -0.0076202982595, 0.342993074958, 0.0222170615557
8, 5.0, 6, no_regularization, -0.0489473844556, 0.111634724356, 0.438460207952, 0.012355307278, 0.140556557333, 0.0879027454318
8, 5.0, 7, no_regularization, -0.0555714117793, 0.0712632251026, 0.779804895152, -0.0181955991591, 0.195469492678, 0.093086644416
8, 5.0, 8, no_regularization, -0.0310613566251, 0.135030834177, 0.230031583634, 0.0125083409918, 0.15088148798, 0.082901760576
8, 5.0, 9, no_regularization, -0.0563954843854, 0.00259399375865, 21.7407941701, 0.0162809688605, 0.0757809998463, 0.214842360137
8, 5.0, 10, no_regularization, -0.0417321164391, 0.157627489364, 0.264751513886, 0.0164702349549, 0.164949064279, 0.099850429749
8, 5.0, 6, regularization, -0.039204379362, 0.132192950299, 0.296569365261, 0.0161386338081, 0.202027202753, 0.079883469098
8, 5.0, 7, regularization, -0.055177248918, 0.00287118914942, 19.2175597102, -0.0117796830076, 0.16801146568, 0.0701123757231
8, 5.0, 8, regularization, -0.0277644197958, 0.113273020734, 0.245110615183, 0.0274233070912, 0.133939293343, 0.20474430174
8, 5.0, 9, regularization, -0.0551918154827, 0.0099836415065, 5.52822489137, 0.028838207709, 0.00787819131979, 3.66051121867
8, 5.0, 10, regularization, -0.0407578747807, 0.0759381518452, 0.536724607991, 0.0277957378739, 0.109386239175, 0.254106349059
16, 9.0, 6, no_regularization, -0.000550041309026, 0.365419957314, 0.00150523062032, -0.127969288993, 0.837850328419, 0.152735261481
16, 9.0, 7, no_regularization, -0.0123985092284, 0.412343859605, 0.0300683736149, -0.00541001907511, 0.388793981003, 0.0139148735306
16, 9.0, 8, no_regularization, -0.00330677887934, 0.364058337556, 0.00908310163021, 0.0534465674974, 0.596522070695, 0.0895969656832
16, 9.0, 9, no_regularization, 0.0291531124702, 0.409383982008, 0.0712121474007, 0.013143292374, 0.684810435182, 0.0191925994389
16, 9.0, 10, no_regularization, -0.00494854680971, 0.377701104169, 0.0131017536223, 0.0567833470838, 0.479031546399, 0.118537803012
16, 9.0, 6, regularization, 0.000661385004975, 0.317913919123, 0.00208039021003, -0.131051918617, 0.616309077363, 0.212639929267
16, 9.0, 7, regularization, -0.0137448598211, 0.353978847218, 0.03882960784, 0.0114292953176, 0.325035249256, 0.0351632487362
16, 9.0, 8, regularization, -0.0465677001189, 0.226681763491, 0.205432053297, -0.0123444913896, 0.331220928568, 0.0372696599909
16, 9.0, 9, regularization, -0.0212806434779, 0.26817918317, 0.0793523316255, 0.0452441479878, 0.546780469577, 0.082746459512
16, 9.0, 10, regularization, -0.00333746837259, 0.285085619119, 0.0117068983799, 0.0603186782163, 0.440634649318, 0.136890456322
20, 7.0, 6, no_regularization, -0.0162324514253, 0.302303498158, 0.053695876906, 0.0314448285996, 0.294624950575, 0.106728328807
20, 7.0, 7, no_regularization, -0.00397671008298, 0.381365904002, 0.0104275448887, -0.142277542987, 0.543509831392, 0.261775472621
20, 7.0, 8, no_regularization, -0.0320702179691, 0.317607792601, 0.100974279335, 0.00380646349567, 0.3662634865, 0.0103926916986
20, 7.0, 9, no_regularization, -0.0610594208969, 0.241270081275, 0.2530749796, 0.0915490806892, 0.339225235843, 0.269876975579
20, 7.0, 10, no_regularization, -0.028414522502, 0.352474259954, 0.0806144610553, 0.0592626498663, 0.396810195976, 0.149347598593
20, 7.0, 6, regularization, -0.0201231678635, 0.224166476626, 0.0897688546762, 0.0264284531347, 0.291243821836, 0.090743394892
20, 7.0, 7, regularization, -0.0198142780669, 0.346584050256, 0.0571701959518, -0.128470014894, 0.509210412891, 0.252292591906
20, 7.0, 8, regularization, -0.0627114218938, 0.286763718371, 0.218686737116, -0.043861485325, 0.476580272151, 0.0920337829492
20, 7.0, 9, regularization, -0.0170972174302, 0.225187382147, 0.0759244024561, -0.000661487159217, 0.276035672709, 0.0023963828759
20, 7.0, 10, regularization, 0.0475513770407, 0.329824180443, 0.144171894786, 0.0342225546347, 0.71842212991, 0.0476357189038
10, 9.0, 6, no_regularization, -0.0180438472368, 0.767550688681, 0.0235083460973, 0.0237871102739, 0.480749927195, 0.0494791760295
10, 9.0, 7, no_regularization, 0.0141915043893, 0.343294617508, 0.041339140393, -0.0265846417806, 0.381642638044, 0.0696584687626
10, 9.0, 8, no_regularization, -0.0232842135286, 0.343599026251, 0.067765656331, -0.0119639497167, 0.425236821808, 0.0281347924336
10, 9.0, 9, no_regularization, -0.00218541938878, 0.345239072185, 0.0063301623856, 0.00212856286937, 0.40377100279, 0.00527170810845
10, 9.0, 10, no_regularization, -0.017756553953, 0.368094931171, 0.048239061311, -0.0123338578969, 0.584011130941, 0.0211192171577
10, 9.0, 6, regularization, -0.0196707720512, 0.718690511657, 0.0273702960206, 0.0258740774219, 0.449772603331, 0.0575270197211
10, 9.0, 7, regularization, 0.00714676112453, 0.239900766265, 0.0297904889418, -0.019951017264, 0.370090821742, 0.0539084356918
10, 9.0, 8, regularization, 0.0186012287809, 0.654052227135, 0.0284399746827, -0.00227149093378, 0.341056580964, 0.00666015863807
10, 9.0, 9, regularization, -0.00511023652422, 0.334252229571, 0.0152885637615, -0.0227177560713, 0.357301524841, 0.0635814696886
10, 9.0, 10, regularization, -0.00422937711081, 0.252059510818, 0.0167792800085, 0.0147868330627, 0.453340790011, 0.0326174775985
14, 9.0, 6, no_regularization, -0.0628383226283, 0.922127825479, 0.0681449153707, 0.012692551967, 0.637983202156, 0.0198948058885
14, 9.0, 7, no_regularization, -0.0114289278421, 0.346113496883, 0.0330207517043, 0.0139820659075, 0.499355489992, 0.0280002246651
14, 9.0, 8, no_regularization, -0.000771129671305, 0.325219484304, 0.00237110538736, -0.0769757017895, 0.527133622118, 0.146026924787
14, 9.0, 9, no_regularization, -0.00693394639148, 0.34055265166, 0.020360864488, -0.00859162159059, 0.366569656942, 0.0234378962576
14, 9.0, 10, no_regularization, 0.00787745885889, 0.323488957062, 0.0243515541626, -0.0277426213249, 0.374637880449, 0.0740518318427
14, 9.0, 6, regularization, -0.0635499566575, 0.926740312131, 0.0685736401294, 0.0140454309177, 0.530113374111, 0.0264951453851
14, 9.0, 7, regularization, 0.017887810897, 0.384565976165, 0.0465142836487, -0.00213911452292, 0.456101150025, 0.00469000028351
14, 9.0, 8, regularization, 0.00259562618386, 0.277482010562, 0.00935421427357, 0.000277395270758, 0.392700235901, 0.000706379180347
14, 9.0, 9, regularization, -0.0190941322131, 0.262674316381, 0.0726912797422, 0.0470972521746, 0.315345090442, 0.14935146797
14, 9.0, 10, regularization, -0.0161907007426, 0.350711980316, 0.0461652342986, -0.0693520425149, 0.662722442543, 0.10464719174
12, 3.0, 6, no_regularization, -0.0347487562467, 0.00151187421051, 22.9838937691, 0.00495381407565, 0.0704055178534, 0.0703611624016
12, 3.0, 7, no_regularization, -0.0344154626902, 0.00198128723973, 17.370254045, 0.00219259722337, 0.0788562528712, 0.0278049887426
12, 3.0, 8, no_regularization, -0.0345494352501, 0.00252052763617, 13.7072233426, 0.00994242822338, 0.0568657015029, 0.174840509492
12, 3.0, 9, no_regularization, -0.0343751852443, 0.00157589897521, 21.8130640257, 0.00311261787838, 0.0747806762071, 0.0416232914203
12, 3.0, 10, no_regularization, -0.0349250377236, 0.00331331929453, 10.5408005142, 0.0117228023077, 0.0515308384562, 0.227491006529
12, 3.0, 6, regularization, -0.0347286559824, 0.00214515627253, 16.1893361463, 0.0169517291861, 0.00459768665352, 3.6870127226
12, 3.0, 7, regularization, -0.034410937807, 0.00244033032678, 14.1009343814, 0.0171846619231, 0.00429294485848, 4.00300085131
12, 3.0, 8, regularization, -0.0345304716286, 0.00256278039501, 13.4738316618, 0.0176003584443, 0.00484643461937, 3.63160959067
12, 3.0, 9, regularization, -0.0344059071056, 0.00224161084604, 15.3487422522, 0.0171787584437, 0.00480259230802, 3.5769762124
12, 3.0, 10, regularization, -0.0349477617392, 0.00302548799449, 11.5511156557, 0.0176320411138, 0.00544526275008, 3.23805148128
16, 5.0, 6, no_regularization, -0.0576731637989, 0.147696880712, 0.390483289294, 0.00608680835017, 0.172551781927, 0.0352752564024
16, 5.0, 7, no_regularization, -0.0550448892381, 0.00847300463488, 6.49650172638, 0.0160674204073, 0.0734966497747, 0.218614324007
16, 5.0, 8, no_regularization, -0.0602807752013, 0.129063391085, 0.467063314351, 0.0138947543129, 0.15896030559, 0.0874102138982
16, 5.0, 9, no_regularization, -0.0493875024802, 0.127722636124, 0.386677757202, 0.01693349044, 0.143313303914, 0.118157142272
16, 5.0, 10, no_regularization, -0.0450620074875, 0.224589697786, 0.200641471678, 0.0494288697408, 0.328385628292, 0.150520806888
16, 5.0, 6, regularization, -0.0598417349324, 0.0955087057176, 0.626557908861, 0.0323952018838, 0.134149801449, 0.241485276413
16, 5.0, 7, regularization, -0.0697933841871, 0.110138964865, 0.633684766082, 0.0164003126603, 0.1440238808, 0.113872175706
16, 5.0, 8, regularization, -0.0298562569174, 0.12303602855, 0.242662716517, 0.0282994995265, 0.149135091709, 0.189757482307
16, 5.0, 9, regularization, -0.0520220333678, 0.03518252085, 1.47863291518, 0.0308719373809, 0.039190785274, 0.78773459539
16, 5.0, 10, regularization, -0.0182357229357, 0.210282386925, 0.0867201633118, 0.0207566357594, 0.261291443242, 0.0794386356547
18, 1.0, 6, no_regularization, -0.0125210407814, 0.000795055085383, 15.7486456116, 0.0063060155068, 0.0065346866174, 0.965006568183
18, 1.0, 7, no_regularization, -0.0123159868317, 0.00124330638097, 9.90583416939, -0.00171388667763, 0.053410707646, 0.0320888217582
18, 1.0, 8, no_regularization, -0.0120944101794, 0.00117459166284, 10.2966933633, 0.00575567428996, 0.00554577269388, 1.03784893606
18, 1.0, 9, no_regularization, -0.0119266001534, 0.000773261489992, 15.4237606654, 0.00601273144123, 0.00449918624735, 1.33640420971
18, 1.0, 10, no_regularization, -0.0120744051391, 0.0015407372944, 7.83677086478, 0.00617975698929, 0.00673373109684, 0.917731477604
18, 1.0, 6, regularization, -0.0124812356233, 0.00100144177993, 12.463266336, 0.00568107711197, 0.00284713036392, 1.99536950747
18, 1.0, 7, regularization, -0.0123192015273, 0.00123958012011, 9.93820514497, 0.00599605732207, 0.00253052116906, 2.36949502552
18, 1.0, 8, regularization, -0.0120810656806, 0.00121840016192, 9.9155154917, 0.00567126081988, 0.00253147946257, 2.24029501473
18, 1.0, 9, regularization, -0.0119530586073, 0.00104175422874, 11.4739717656, 0.00588643774764, 0.0020608195678, 2.85635765479
18, 1.0, 10, regularization, -0.0120877907652, 0.00136843501373, 8.83329543888, 0.00587748204098, 0.00250744804271, 2.34400950323
6, 5.0, 6, no_regularization, -0.0139749934161, 0.183311019365, 0.0762365157558, 0.0131155052159, 0.178230403046, 0.0735873621547
6, 5.0, 7, no_regularization, -0.0550109612132, 0.151999762816, 0.361914783246, 0.019867556429, 0.158992003049, 0.124959469961
